method,method_family,filter_variant,dataset,source_model,scenario,condition,method_filter,method_condition,backward_result_file,average_scope,direction,result_file,evaluation,k,query_unit,queries_total,queries_with_gold,queries_without_gold,candidate_queries_total,candidate_queries_with_gold,candidate_queries_without_gold,requirements_total,requirements_with_gold,gold_links_total,gold_candidates_total,hits_total,hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,VSM Strict,VSM | Focus-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,23,0.1554054054054054,0.1554054054054054,0.13513513513513514,0.14189189189189189,0.1554054054054054,0.1554054054054054
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,combined_actions_and_widgets,3,gui_candidate,541,229,312,541,229,312,541,229,310,310,77,0.26200873362445415,0.11208151382823871,0.23944687045123728,0.13842794759825328,0.21227559437166427,0.2183406113537118
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_all_resolved,3,gui_candidate,389,81,308,389,81,308,389,81,106,106,32,0.345679012345679,0.1316872427983539,0.31893004115226337,0.17777777777777778,0.25445816186556924,0.2716049382716049
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_functional_resolved,3,gui_candidate,385,69,316,385,69,316,385,69,83,83,22,0.30434782608695654,0.10628019323671498,0.30434782608695654,0.1565217391304348,0.2318840579710145,0.23429951690821257
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_linked_resolved,3,gui_candidate,361,44,317,361,44,317,361,44,63,63,25,0.4772727272727273,0.18939393939393936,0.428030303030303,0.24772727272727274,0.32449494949494945,0.356060606060606
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_all,5,gui_candidate,152,148,4,152,148,4,152,148,204,204,57,0.21621621621621623,0.07702702702702703,0.20945945945945946,0.09702234702234702,0.1891891891891892,0.1891891891891892
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_orphan,5,gui_candidate,71,15,56,71,15,56,71,15,44,44,20,0.26666666666666666,0.26666666666666666,0.22222222222222224,0.2424242424242424,0.26666666666666666,0.26666666666666666
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_with_linked_widget,5,gui_candidate,143,135,8,143,135,8,143,135,169,169,37,0.2074074074074074,0.054814814814814816,0.20493827160493827,0.0794292127625461,0.17777777777777778,0.17777777777777778
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,combined_actions_and_linked_widgets,5,gui_candidate,513,192,321,513,192,321,513,192,267,267,92,0.296875,0.09583333333333334,0.2907986111111111,0.12832003066378067,0.2296585648148148,0.23237847222222222
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,combined_actions_and_widgets,5,gui_candidate,541,229,312,541,229,312,541,229,310,310,99,0.2794759825327511,0.08646288209606987,0.27438136826783116,0.11777632847501843,0.22020863658418244,0.22248908296943232
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_all_resolved,5,gui_candidate,389,81,308,389,81,308,389,81,106,106,42,0.3950617283950617,0.10370370370370371,0.39300411522633744,0.15569718347496125,0.27688614540466394,0.2833333333333333
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_functional_resolved,5,gui_candidate,385,69,316,385,69,316,385,69,83,83,27,0.37681159420289856,0.0782608695652174,0.37681159420289856,0.1290545203588682,0.24855072463768113,0.2509661835748792
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_linked_resolved,5,gui_candidate,361,44,317,361,44,317,361,44,63,63,35,0.5681818181818182,0.1590909090909091,0.5643939393939393,0.23359405745769382,0.3657828282828283,0.3776515151515152
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_all,10,gui_candidate,152,148,4,152,148,4,152,148,204,204,63,0.21621621621621623,0.04256756756756756,0.21621621621621623,0.06337018837018837,0.1891891891891892,0.1891891891891892
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_orphan,10,gui_candidate,71,15,56,71,15,56,71,15,44,44,24,0.26666666666666666,0.16,0.26666666666666666,0.19999999999999998,0.26666666666666666,0.26666666666666666
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_with_linked_widget,10,gui_candidate,143,135,8,143,135,8,143,135,169,169,39,0.2074074074074074,0.028888888888888888,0.2074074074074074,0.04725028058361392,0.17777777777777778,0.17777777777777778
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,combined_actions_and_linked_widgets,10,gui_candidate,513,192,321,513,192,321,513,192,267,267,100,0.3020833333333333,0.052083333333333336,0.3020833333333333,0.08104178807303807,0.2305266203703704,0.23324652777777777
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,combined_actions_and_widgets,10,gui_candidate,541,229,312,541,229,312,541,229,310,310,107,0.2838427947598253,0.04672489082969432,0.2838427947598253,0.07350546106004621,0.22093643862202814,0.22321688500727802
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_all_resolved,10,gui_candidate,389,81,308,389,81,308,389,81,106,106,44,0.4074074074074074,0.054320987654320994,0.4074074074074074,0.0920242309131198,0.2789437585733882,0.2853909465020576
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_functional_resolved,10,gui_candidate,385,69,316,385,69,316,385,69,83,83,28,0.391304347826087,0.04057971014492754,0.391304347826087,0.0733421168203777,0.2509661835748792,0.2533816425120773
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_linked_resolved,10,gui_candidate,361,44,317,361,44,317,361,44,63,63,37,0.5909090909090909,0.08409090909090909,0.5909090909090909,0.14048262343716889,0.36957070707070705,0.38143939393939397
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_all,1,gui_candidate,217,204,13,217,204,13,217,204,272,272,22,0.10784313725490197,0.10784313725490197,0.08741830065359477,0.09033613445378151,0.10784313725490197,0.10784313725490197
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_orphan,1,gui_candidate,66,5,61,66,5,61,66,5,20,20,2,0.4,0.4,0.23333333333333334,0.2571428571428571,0.4,0.4
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_with_linked_widget,1,gui_candidate,217,201,16,217,201,16,217,201,259,259,20,0.09950248756218906,0.09950248756218906,0.08291873963515756,0.08528784648187633,0.09950248756218906,0.09950248756218906
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,combined_actions_and_linked_widgets,1,gui_candidate,718,271,447,718,271,447,718,271,357,357,28,0.1033210332103321,0.1033210332103321,0.08425584255842558,0.08768230539448252,0.1033210332103321,0.1033210332103321
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,combined_actions_and_widgets,1,gui_candidate,777,337,440,777,337,440,777,337,429,429,30,0.08902077151335312,0.08902077151335312,0.07072205736894163,0.07446658188497951,0.08902077151335312,0.08902077151335312
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,widgets_all_resolved,1,gui_candidate,560,133,427,560,133,427,560,133,157,157,8,0.06015037593984962,0.06015037593984962,0.045112781954887216,0.05012531328320802,0.06015037593984962,0.06015037593984962
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,widgets_functional_resolved,1,gui_candidate,558,128,430,558,128,430,558,128,150,150,7,0.0546875,0.0546875,0.04296875,0.046875,0.0546875,0.0546875
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,widgets_linked_resolved,1,gui_candidate,501,67,434,501,67,434,501,67,85,85,6,0.08955223880597014,0.08955223880597014,0.07462686567164178,0.07960199004975124,0.08955223880597014,0.08955223880597014
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_all,3,gui_candidate,217,204,13,217,204,13,217,204,272,272,45,0.16666666666666666,0.07352941176470588,0.1511437908496732,0.08714596949891068,0.13671023965141613,0.13725490196078433
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_orphan,3,gui_candidate,66,5,61,66,5,61,66,5,20,20,6,0.6,0.4,0.36666666666666664,0.32222222222222224,0.47777777777777775,0.5
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_with_linked_widget,3,gui_candidate,217,201,16,217,201,16,217,201,259,259,39,0.15422885572139303,0.06467661691542288,0.14427860696517414,0.08043117744610283,0.12686567164179105,0.12686567164179105
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,combined_actions_and_linked_widgets,3,gui_candidate,718,271,447,718,271,447,718,271,357,357,63,0.18450184501845018,0.07749077490774908,0.16789667896678967,0.0959409594095941,0.13991389913899138,0.14206642066420663
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,combined_actions_and_widgets,3,gui_candidate,777,337,440,777,337,440,777,337,429,429,69,0.1572700296735905,0.06824925816023739,0.14391691394658754,0.08427299703264095,0.1201780415430267,0.12166172106824925
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,widgets_all_resolved,3,gui_candidate,560,133,427,560,133,427,560,133,157,157,24,0.14285714285714285,0.06015037593984962,0.13283208020050127,0.07986633249791145,0.0948203842940685,0.09774436090225563
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,widgets_functional_resolved,3,gui_candidate,558,128,430,558,128,430,558,128,150,150,21,0.1328125,0.0546875,0.12630208333333334,0.07361111111111111,0.08875868055555555,0.08984375
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,widgets_linked_resolved,3,gui_candidate,501,67,434,501,67,434,501,67,85,85,18,0.23880597014925373,0.08955223880597014,0.21890547263681592,0.12271973466003315,0.14966832504145938,0.15671641791044777
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_all,5,gui_candidate,217,204,13,217,204,13,217,204,272,272,57,0.16666666666666666,0.05588235294117647,0.16094771241830066,0.07159833630421866,0.1374673202614379,0.13725490196078433
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_orphan,5,gui_candidate,66,5,61,66,5,61,66,5,20,20,10,0.6,0.4,0.5,0.3939393939393939,0.5086666666666667,0.5
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_with_linked_widget,5,gui_candidate,217,201,16,217,201,16,217,201,259,259,47,0.15422885572139303,0.046766169154228855,0.15091210613598674,0.06286748077792854,0.12686567164179105,0.12686567164179105
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,combined_actions_and_linked_widgets,5,gui_candidate,718,271,447,718,271,447,718,271,357,357,78,0.18450184501845018,0.05756457564575646,0.17835178351783518,0.0769955751505567,0.14205412054120542,0.14206642066420663
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,combined_actions_and_widgets,5,gui_candidate,777,337,440,777,337,440,777,337,429,429,84,0.1572700296735905,0.049851632047477744,0.152324431256182,0.06700322427325396,0.12189910979228487,0.12166172106824925
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,widgets_all_resolved,5,gui_candidate,560,133,427,560,133,427,560,133,157,157,27,0.14285714285714285,0.0406015037593985,0.13909774436090225,0.059955082511473495,0.09802005012531328,0.09774436090225563
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,widgets_functional_resolved,5,gui_candidate,558,128,430,558,128,430,558,128,150,150,23,0.1328125,0.035937500000000004,0.12890625,0.053368506493506496,0.09013020833333334,0.08984375
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,widgets_linked_resolved,5,gui_candidate,501,67,434,501,67,434,501,67,85,85,21,0.23880597014925373,0.06268656716417911,0.23134328358208955,0.0934289591006009,0.15601990049751244,0.15671641791044777
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_all,10,gui_candidate,217,204,13,217,204,13,217,204,272,272,64,0.16666666666666666,0.03137254901960784,0.16666666666666666,0.047014260249554365,0.1384045284780579,0.13725490196078433
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_orphan,10,gui_candidate,66,5,61,66,5,61,66,5,20,20,13,0.6,0.26,0.6,0.3363636363636363,0.5469047619047619,0.5
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,actions_with_linked_widget,10,gui_candidate,217,201,16,217,201,16,217,201,259,259,51,0.15422885572139303,0.025373134328358207,0.15422885572139303,0.03934871099050204,0.12686567164179105,0.12686567164179105
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,combined_actions_and_linked_widgets,10,gui_candidate,718,271,447,718,271,447,718,271,357,357,86,0.18450184501845018,0.03173431734317343,0.18327183271832717,0.04897685340489768,0.14299332279037075,0.14206642066420663
LSI,IR,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,LSI Relaxed,LSI | Focus-Gemma3-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_Gemma3.json,combined_actions_and_widgets,10,gui_candidate,777,337,440,777,337,440,777,337,429,429,92,0.1572700296735905,0.027299703264094952,0.1562809099901088,0.04235230644726194,0.12265437332202911,0.12166172106824925
